RefDes     X          Y          Rot.       Exact     (FREE)    Side
R2         4710.0000  3715.0000  000        EXACT     (FREE)    Top                           
R3         2060.0000  2505.0000  000        EXACT     (FREE)    Top                           
R4         2280.0000  2505.0000  000        EXACT     (FREE)    Top                           
R5         2725.0000  3375.0000  000        EXACT     (FREE)    Top                           
R6         3400.0000  3275.0000  000        EXACT     (FREE)    Top                           
R7         3225.0000  2825.0000  000        EXACT     (FREE)    Top                           
R8         3343.4506  2951.0006  000        EXACT     (FREE)    Top                           
R9         3475.0000  2825.0000  180        EXACT     (FREE)    Top                           
R10        3725.0000  2825.0000  000        EXACT     (FREE)    Top                           
R11        2725.0000  3225.0000  180        EXACT     (FREE)    Top                           
R12        5050.0000  3800.0000  090        EXACT     (FREE)    Top                           
R13        2660.0000  2250.0000  000        EXACT     (FREE)    Top                           
R14        4785.0000  2205.0000  270        EXACT     (FREE)    Top                           
R15        4665.0000  2415.0000  090        EXACT     (FREE)    Top                           
R16        2650.0000  3525.0000  180        EXACT     (FREE)    Top                           
R17        1975.0000  3150.0000  270        EXACT     (FREE)    Top                           
R18        4925.0000  3800.0000  090        EXACT     (FREE)    Top                           
R19        1735.0000  2935.0000  000        EXACT     (FREE)    Top                           
R20        1945.0000  2935.0000  180        EXACT     (FREE)    Top                           
R21        4695.0000  3530.0000  090        EXACT     (FREE)    Top                           
R22        4325.0000  2975.0000  000        EXACT     (FREE)    Top                           
R23        4625.0000  3260.0000  000        EXACT     (FREE)    Top                           
R24        3825.0000  3100.0000  000        EXACT     (FREE)    Top                           
R25        4555.0000  3085.0000  090        EXACT     (FREE)    Top                           
R26        3075.0000  3525.0000  000        EXACT     (FREE)    Top                           
R27        1010.0000  2385.0000  090        EXACT     (FREE)    Top                           
R28        1010.0000  2605.0000  090        EXACT     (FREE)    Top                           
R29        2340.0000  1345.0000  000        EXACT     (FREE)    Top                           
R30        2340.0000  1590.0000  180        EXACT     (FREE)    Top                           
R31        4735.0000  1485.0000  180        EXACT     (FREE)    Top                           
R32        1200.0000  585.0000   000        EXACT     (FREE)    Top                           
R33        2000.0000  585.0000   000        EXACT     (FREE)    Top                           
R34        2775.0000  585.0000   000        EXACT     (FREE)    Top                           
R35        3550.0000  585.0000   000        EXACT     (FREE)    Top                           
R36        4025.0000  2525.0000  000        EXACT     (FREE)    Top                           
R37        4075.0000  2800.0000  000        EXACT     (FREE)    Top                           
R38        2651.7821  3648.2162  000        EXACT     (FREE)    Top                           
R39        2375.0000  3575.0000  270        EXACT     (FREE)    Top                           
R40        1600.0000  3150.0000  090        EXACT     (FREE)    Top                           
R41        1725.0000  3150.0000  090        EXACT     (FREE)    Top                           
R42        1850.0000  3150.0000  090        EXACT     (FREE)    Top                           
R43        1100.0000  3525.0000  000        EXACT     (FREE)    Top                           
R44        2250.0000  3575.0000  090        EXACT     (FREE)    Top                           
R45        4800.0000  3530.0000  090        EXACT     (FREE)    Top                           
R46        4899.4579  1555.3628  090        EXACT     (FREE)    Top                           
R47        4193.8532  1738.3429  000        EXACT     (FREE)    Top                           
R48        2602.2454  1399.0519  000        EXACT     (FREE)    Top                           
R49        2980.3376  789.8550   000        EXACT     (FREE)    Top                           
R50        4151.6474  1380.8275  180        EXACT     (FREE)    Top                           
R51        4285.4668  798.4481   000        EXACT     (FREE)    Top                           
R52        2812.7715  1398.5062  000        EXACT     (FREE)    Top                           
R53        4393.5469  1380.8275  180        EXACT     (FREE)    Top                           
R54        2675.0000  1525.0000  000        EXACT     (FREE)    Top                           
R55        2950.0000  2275.0000  090        EXACT     (FREE)    Top                           
R56        3150.0000  2275.0000  090        EXACT     (FREE)    Top                           
R57        3350.0000  2275.0000  090        EXACT     (FREE)    Top                           
R58        2340.0000  1470.0000  180        EXACT     (FREE)    Top                           
R59        4230.0000  2805.0000  090        EXACT     (FREE)    Top                           
R60        4250.0000  2650.0000  180        EXACT     (FREE)    Top                           
R61        4965.0000  920.0000   270        EXACT     (FREE)    Top                           
R62        5025.0000  1105.0000  000        EXACT     (FREE)    Top                           
R63        5089.6761  923.4666   270        EXACT     (FREE)    Top                           
R64        4435.0000  1585.0000  270        EXACT     (FREE)    Top                           
REG1       3800.0000  3525.0000  000        EXACT     (FREE)    Top                           
REG2       3400.0000  1500.0000  000        EXACT     (FREE)    Top                           
REG3       4500.0000  3525.0000  000        EXACT     (FREE)    Top                           
REG4       3450.0000  3525.0000  000        EXACT     (FREE)    Top                           
REG5       4150.0000  3525.0000  000        EXACT     (FREE)    Top                           
REG6       3875.0000  1500.0000  000        EXACT     (FREE)    Top                           
SW1        3675.0000  2125.0000  000        EXACT     (FREE)    Top                           
SW2        4430.0000  2325.0000  180        EXACT     (FREE)    Top                           
SW3        4000.0000  2125.0000  000        EXACT     (FREE)    Top                           
SW4        2135.0000  2265.0000  270        EXACT     (FREE)    Top                           
SW5        1370.0000  1075.0000  090        EXACT     (FREE)    Top                           
SW6        1575.0000  1400.0000  000        EXACT     (FREE)    Top                           
SW7        1130.0000  2795.0000  000        EXACT     (FREE)    Top                           
TP1        2830.0000  2385.0000  000        EXACT     (FREE)    Top                           
TP2        2830.0000  2260.0000  000        EXACT     (FREE)    Top                           
U1         2750.0000  2825.0000  090        EXACT     (FREE)    Top                           
U2         4910.0000  1350.0000  270        EXACT     (FREE)    Top                           
U3         1425.0000  3325.0000  000        EXACT     (FREE)    Top                           
U4         4665.0000  2190.0000  180        EXACT     (FREE)    Top                           
U5         3639.7100  3008.1967  270        EXACT     (FREE)    Top                           
U6         4435.0000  2765.0000  090        EXACT     (FREE)    Top                           
U7         200.0000   200.0000   000        EXACT     (FREE)    Top                           
U8         5000.0000  200.0000   000        EXACT     (FREE)    Top                           
U9         5000.0000  4300.0000  000        EXACT     (FREE)    Top                           
U10        200.0000   4300.0000  000        EXACT     (FREE)    Top                           
U11        1770.0000  1750.0000  000        EXACT     (FREE)    Top                           
U12        3425.0000  2050.0000  180        EXACT     (FREE)    Top                           
U13        3225.0000  1220.0000  180        EXACT     (FREE)    Top                           
U14        4530.0000  1220.0000  180        EXACT     (FREE)    Top                           
XTAL1      2271.1566  2769.2849  090        EXACT     (FREE)    Top                           
Z1         1040.0000  2915.0000  000        EXACT     (FREE)    Top                           
Z2         3350.0000  2575.0000  090        EXACT     (FREE)    Top                           
Z3         1870.0000  2685.0000  090        EXACT     (FREE)    Top                           
Z4         1980.0000  2685.0000  090        EXACT     (FREE)    Top                           
Z5         4705.0000  3085.0000  090        EXACT     (FREE)    Top                           
Z6         4785.0000  2480.0000  270        EXACT     (FREE)    Top                           
Z7         4075.0000  3075.0000  000        EXACT     (FREE)    Top                           
Z8         3700.0000  2575.0000  090        EXACT     (FREE)    Top                           
Z9         3525.0000  2575.0000  090        EXACT     (FREE)    Top                           
Z10        3175.0000  2575.0000  090        EXACT     (FREE)    Top                           
Z11        775.0000   2400.0000  000        EXACT     (FREE)    Top                           
