RefDes     X          Y          Rot.       Exact     (FREE)    Side
Q5         626.2118   1956.6408  180        EXACT     (FREE)    Top                           
Q6         840.4382   2163.9892  270        EXACT     (FREE)    Top                           
Q7         1159.1939  2061.4654  180        EXACT     (FREE)    Bottom                        
Q8         1158.5994  2189.4138  180        EXACT     (FREE)    Bottom                        
Q9         429.6614   1854.3666  000        EXACT     (FREE)    Top                           
Q10        578.0000   888.0000   270        EXACT     (FREE)    Bottom                        
Q11        618.0000   718.0000   000        EXACT     (FREE)    Bottom                        
Q12        333.9119   2247.6817  000        EXACT     (FREE)    Top                           
Q13        735.0106   2323.1647  000        EXACT     (FREE)    Top                           
Q14        778.3591   2260.0560  000        EXACT     (FREE)    Top                           
Q15        288.9983   2078.7049  090        EXACT     (FREE)    Top                           
Q16        424.4072   1640.4211  090        EXACT     (FREE)    Top                           
Q17        1702.1618  841.7702   270        EXACT     (FREE)    Top                           
Q18        1622.0000  756.0000   000        EXACT     (FREE)    Top                           
Q19        1533.5104  588.3078   180        EXACT     (FREE)    Bottom                        
Q20        981.1644   -01.1635   090        EXACT     (FREE)    Bottom                        
Q21        1840.8788  593.8585   270        EXACT     (FREE)    Top                           
Q22        1903.9932  593.8585   270        EXACT     (FREE)    Top                           
Q23        1296.1510  795.1096   000        EXACT     (FREE)    Top                           
Q24        767.1012   627.2152   270        EXACT     (FREE)    Bottom                        
Q25        834.5692   1365.2850  090        EXACT     (FREE)    Bottom                        
Q26        608.4029   2096.5935  000        EXACT     (FREE)    Top                           
Q27        1124.0874  1671.4426  270        EXACT     (FREE)    Top                           
Q28        1116.9545  1799.5305  270        EXACT     (FREE)    Top                           
Q29        1115.6781  1912.9330  270        EXACT     (FREE)    Top                           
Q30        885.9916   692.2375   180        EXACT     (FREE)    Bottom                        
Q31        730.7731   742.8081   270        EXACT     (FREE)    Bottom                        
R1         20.4824    1925.7322  270        EXACT     (FREE)    Top                           
R2         621.5500   -239.2300  090        EXACT     (FREE)    Top                           
R3         724.5200   -212.3300  090        EXACT     (FREE)    Bottom                        
R4         1709.6700  553.8400   000        EXACT     (FREE)    Top                           
R5         1168.0000  -09.0000   180        EXACT     (FREE)    Bottom                        
R6         1928.5835  322.1687   000        EXACT     (FREE)    Top                           
R7         1815.4000  338.8900   090        EXACT     (FREE)    Bottom                        
R8         1287.0000  2303.0000  000        EXACT     (FREE)    Bottom                        
R9         191.5898   1925.2493  090        EXACT     (FREE)    Top                           
R10        -17.7338   2214.8090  270        EXACT     (FREE)    Top                           
R11        77.3364    1926.3803  090        EXACT     (FREE)    Top                           
R12        515.0181   1845.3938  270        EXACT     (FREE)    Top                           
R13        313.7125   2161.0447  180        EXACT     (FREE)    Top                           
R14        1597.5519  -16.6539   270        EXACT     (FREE)    Top                           
R15        1675.8931  -39.7114   090        EXACT     (FREE)    Top                           
R16        1733.8814  -39.7378   090        EXACT     (FREE)    Top                           
R17        292.7773   1764.0368  000        EXACT     (FREE)    Top                           
R18        411.8297   1764.3220  000        EXACT     (FREE)    Top                           
R19        470.2069   2057.8910  000        EXACT     (FREE)    Top                           
R20        677.3530   2001.4989  000        EXACT     (FREE)    Top                           
R21        575.6623   2229.5731  270        EXACT     (FREE)    Top                           
R22        633.6050   2229.5769  270        EXACT     (FREE)    Top                           
R23        330.7449   2311.2265  000        EXACT     (FREE)    Top                           
R24        1287.0000  2266.0000  180        EXACT     (FREE)    Bottom                        
R25        705.6506   2089.0982  090        EXACT     (FREE)    Top                           
R26        1772.8600  118.3200   000        EXACT     (FREE)    Bottom                        
R27        1047.4400  121.9300   270        EXACT     (FREE)    Bottom                        
R28        692.8618   2229.6819  090        EXACT     (FREE)    Top                           
R29        786.6610   2161.8635  090        EXACT     (FREE)    Top                           
R30        354.2455   1662.8789  090        EXACT     (FREE)    Top                           
R31        295.4892   1663.4019  090        EXACT     (FREE)    Top                           
R32        1909.0548  644.8148   180        EXACT     (FREE)    Top                           
R33        1845.8453  644.5945   180        EXACT     (FREE)    Top                           
R34        236.5912   1663.3202  090        EXACT     (FREE)    Top                           
R35        1806.0000  1228.0000  270        EXACT     (FREE)    Top                           
R36        1968.5300  849.1200   180        EXACT     (FREE)    Top                           
R37        1765.0359  894.9101   270        EXACT     (FREE)    Bottom                        
R38        1451.7300  186.6400   270        EXACT     (FREE)    Top                           
R39        1081.4200  174.4500   000        EXACT     (FREE)    Top                           
R40        1081.1400  198.1400   000        EXACT     (FREE)    Top                           
R41        1408.9700  136.4900   180        EXACT     (FREE)    Top                           
R42        1056.9400  69.5800    000        EXACT     (FREE)    Top                           
R43        1392.2300  664.7600   270        EXACT     (FREE)    Top                           
R44        1399.1300  366.9800   180        EXACT     (FREE)    Top                           
R45        1393.2600  1061.8900  180        EXACT     (FREE)    Top                           
R46        1392.9400  1089.3700  180        EXACT     (FREE)    Top                           
R47        1490.9300  1192.0100  090        EXACT     (FREE)    Top                           
R48        917.0490   169.1899   000        EXACT     (FREE)    Top                           
R49        853.4500   75.6200    270        EXACT     (FREE)    Bottom                        
R50        829.7900   75.6200    270        EXACT     (FREE)    Bottom                        
R51        936.0000   76.0000    270        EXACT     (FREE)    Bottom                        
R52        900.2200   75.7800    270        EXACT     (FREE)    Bottom                        
R53        981.9598   68.4718    180        EXACT     (FREE)    Bottom                        
R54        1682.0000  714.3200   090        EXACT     (FREE)    Top                           
R55        92.2372    276.0500   270        EXACT     (FREE)    Top                           
R56        25.6100    400.3600   000        EXACT     (FREE)    Top                           
R57        -40.1200   301.5400   090        EXACT     (FREE)    Top                           
R58        1402.4100  698.8800   000        EXACT     (FREE)    Top                           
R59        221.8174   2222.8586  000        EXACT     (FREE)    Top                           
R60        1605.1669  525.9653   090        EXACT     (FREE)    Bottom                        
R61        -33.8779   2020.3225  000        EXACT     (FREE)    Top                           
R62        1260.4035  732.2545   000        EXACT     (FREE)    Top                           
R63        516.0400   140.3800   180        EXACT     (FREE)    Top                           
R64        728.4400   1693.9300  180        EXACT     (FREE)    Top                           
R65        728.3100   1775.3900  180        EXACT     (FREE)    Top                           
R66        728.4200   1858.2800  000        EXACT     (FREE)    Top                           
R67        1104.6153  2029.8738  180        EXACT     (FREE)    Bottom                        
R68        1103.2344  2157.9478  180        EXACT     (FREE)    Bottom                        
R69        360.9433   296.9341   090        EXACT     (FREE)    Bottom                        
R70        1474.1930  778.8691   090        EXACT     (FREE)    Top                           
R71        1660.2811  526.3056   270        EXACT     (FREE)    Bottom                        
R72        323.6304   624.3933   180        EXACT     (FREE)    Bottom                        
R73        468.2550   1349.5799  180        EXACT     (FREE)    Bottom                        
R74        849.7500   1434.7500  180        EXACT     (FREE)    Bottom                        
R75        1805.4690  2409.1616  000        EXACT     (FREE)    Top                           
R76        706.3439   606.7858   090        EXACT     (FREE)    Bottom                        
R77        874.9095   646.4503   000        EXACT     (FREE)    Bottom                        
R78        392.0100   2464.5800  180        EXACT     (FREE)    Bottom                        
R79        618.8100   2290.8400  090        EXACT     (FREE)    Bottom                        
R80        878.0900   2291.4000  090        EXACT     (FREE)    Bottom                        
R81        1548.0000  782.0000   090        EXACT     (FREE)    Top                           
R82        846.6100   613.7231   270        EXACT     (FREE)    Bottom                        
R83        1864.0000  -224.0000  000        EXACT     (FREE)    Bottom                        
R84        350.0000   1586.0000  180        EXACT     (FREE)    Top                           
R85        741.6600   787.6900   000        EXACT     (FREE)    Bottom                        
R86        753.7700   692.9000   090        EXACT     (FREE)    Bottom                        
R87        636.6817   974.8819   180        EXACT     (FREE)    Bottom                        
R88        779.8900   692.7300   270        EXACT     (FREE)    Bottom                        
R89        741.5300   813.1100   000        EXACT     (FREE)    Bottom                        
R90        425.1500   655.6500   000        EXACT     (FREE)    Bottom                        
R91        513.5900   701.0700   090        EXACT     (FREE)    Bottom                        
R92        82.9291    -153.0799  000        EXACT     (FREE)    Bottom                        
R93        1364.7971  833.1514   000        EXACT     (FREE)    Bottom                        
R94        1632.0000  748.6600   180        EXACT     (FREE)    Bottom                        
R95        1387.5720  635.5806   000        EXACT     (FREE)    Bottom                        
R96        1479.3779  834.0112   000        EXACT     (FREE)    Bottom                        
R97        1160.1534  2109.0096  000        EXACT     (FREE)    Bottom                        
R98        1159.4236  2236.3940  000        EXACT     (FREE)    Bottom                        
R99        753.5033   953.7117   090        EXACT     (FREE)    Bottom                        
R100       694.4883   953.9263   090        EXACT     (FREE)    Bottom                        
R101       870.3200   953.7748   090        EXACT     (FREE)    Bottom                        
R102       811.8752   952.8755   090        EXACT     (FREE)    Bottom                        
R103       928.8987   954.4832   090        EXACT     (FREE)    Bottom                        
R104       666.8297   116.9406   270        EXACT     (FREE)    Bottom                        
R105       1451.0000  2126.0000  090        EXACT     (FREE)    Bottom                        
R106       1866.2837  34.8814    270        EXACT     (FREE)    Top                           
R107       196.8145   2088.0672  270        EXACT     (FREE)    Top                           
R108       496.3750   1820.0542  180        EXACT     (FREE)    Bottom                        
R109       499.6824   2234.5521  270        EXACT     (FREE)    Top                           
R110       598.4642   1823.7024  090        EXACT     (FREE)    Top                           
R111       1063.7366  -17.9620   000        EXACT     (FREE)    Top                           
R112       1217.5118  952.9180   000        EXACT     (FREE)    Top                           
R113       1872.9139  791.8540   000        EXACT     (FREE)    Bottom                        
R114       728.8323   -57.2937   270        EXACT     (FREE)    Bottom                        
R115       196.7931   818.4809   180        EXACT     (FREE)    Bottom                        
R116       1850.0000  -42.0000   090        EXACT     (FREE)    Bottom                        
R117       -118.0000  650.0000   090        EXACT     (FREE)    Top                           
R118       -118.0000  578.0000   090        EXACT     (FREE)    Top                           
R119       -128.8000  614.0000   180        EXACT     (FREE)    Top                           
R120       -107.2000  540.0000   000        EXACT     (FREE)    Top                           
RN2        1656.9300  1569.9200  000        EXACT     (FREE)    Bottom                        
RN3        1225.4900  1779.1400  270        EXACT     (FREE)    Bottom                        
SW1        1763.5100  2204.2000  000        EXACT     (FREE)    Top                           
SW2        -220.0000  2012.3579  090        EXACT     (FREE)    Bottom                        
SW3        -220.0000  1591.7276  090        EXACT     (FREE)    Bottom                        
SW4        -263.5400  165.3500   090        EXACT     (FREE)    Bottom                        
TP1        1502.0000  246.0000   000        EXACT     (FREE)    Top                           
TP2        1742.5236  -155.1463  000        EXACT     (FREE)    Top                           
TP3        1759.8425  397.6378   000        EXACT     (FREE)    Top                           
TP4        600.6360   311.5033   000        EXACT     (FREE)    Top                           
TP5        1885.8268  169.2913   000        EXACT     (FREE)    Top                           
TP6        1322.7648  -45.3213   000        EXACT     (FREE)    Top                           
TP7        2027.5591  200.7874   000        EXACT     (FREE)    Top                           
TP8        2027.5591  299.2126   000        EXACT     (FREE)    Top                           
TP9        1885.8268  248.0315   000        EXACT     (FREE)    Top                           
TP11       2027.5591  377.9528   000        EXACT     (FREE)    Top                           
TP12       1948.8189  362.2047   000        EXACT     (FREE)    Top                           
TP13       149.4694   2185.9450  000        EXACT     (FREE)    Top                           
TP14       159.2942   2279.0192  000        EXACT     (FREE)    Top                           
TP15       450.5837   1894.5925  000        EXACT     (FREE)    Top                           
TP16       1444.8819  637.7953   000        EXACT     (FREE)    Top                           
TP17       495.0000   2100.0000  000        EXACT     (FREE)    Top                           
TP18       1064.5739  1919.0645  000        EXACT     (FREE)    Top                           
TP19       666.0000   1925.0000  000        EXACT     (FREE)    Top                           
TP20       849.2857   2260.2399  000        EXACT     (FREE)    Top                           
TP21       650.0000   1792.0000  000        EXACT     (FREE)    Top                           
TP22       915.1246   2163.9873  000        EXACT     (FREE)    Top                           
TP23       668.7304   1635.6909  000        EXACT     (FREE)    Top                           
TP24       448.8189   1692.9134  000        EXACT     (FREE)    Top                           
TP25       381.8898   1720.4724  000        EXACT     (FREE)    Top                           
TP26       506.4250   1685.4476  000        EXACT     (FREE)    Top                           
TP27       390.9283   1588.2993  000        EXACT     (FREE)    Top                           
TP28       729.3112   195.8292   000        EXACT     (FREE)    Top                           
TP29       1290.2882  2095.0478  000        EXACT     (FREE)    Top                           
TP30       1263.0000  2159.0000  000        EXACT     (FREE)    Top                           
TP31       1800.0000  558.0000   000        EXACT     (FREE)    Top                           
TP32       1947.3258  572.2171   000        EXACT     (FREE)    Top                           
TP33       739.9953   319.1077   000        EXACT     (FREE)    Top                           
TP35       1547.2441  712.5984   000        EXACT     (FREE)    Top                           
TP36       1318.8976  629.9213   000        EXACT     (FREE)    Top                           
TP37       1444.8819  720.4724   000        EXACT     (FREE)    Top                           
TP38       1413.3858  791.3386   000        EXACT     (FREE)    Top                           
TP39       1689.3222  629.3279   000        EXACT     (FREE)    Top                           
TP42       1213.2045  843.1265   000        EXACT     (FREE)    Top                           
TP43       1950.0000  718.0000   000        EXACT     (FREE)    Top                           
TP44       1728.6322  715.5982   000        EXACT     (FREE)    Top                           
TP45       1708.0000  222.0000   000        EXACT     (FREE)    Top                           
TP46       1778.0000  152.0000   000        EXACT     (FREE)    Top                           
TP47       973.1677   36.9030    000        EXACT     (FREE)    Top                           
TP48       645.6693   51.1811    000        EXACT     (FREE)    Top                           
TP49       544.6780   29.1953    000        EXACT     (FREE)    Top                           
TP50       174.0000   276.0000   000        EXACT     (FREE)    Top                           
TP51       228.3465   460.6299   000        EXACT     (FREE)    Top                           
TP52       311.0236   460.6299   000        EXACT     (FREE)    Top                           
TP53       228.0000   373.0000   000        EXACT     (FREE)    Top                           
TP54       311.0236   381.8898   000        EXACT     (FREE)    Top                           
TP55       433.2846   215.1081   000        EXACT     (FREE)    Top                           
TP56       425.4581   104.3377   000        EXACT     (FREE)    Top                           
TP57       394.0065   -160.1550  000        EXACT     (FREE)    Top                           
TP58       66.9291    00.0000    000        EXACT     (FREE)    Top                           
TP59       145.6693   78.7402    000        EXACT     (FREE)    Top                           
TP60       66.9291    78.7402    000        EXACT     (FREE)    Top                           
TP61       1791.3386  2440.9449  000        EXACT     (FREE)    Top                           
TP62       1551.1811  2519.6850  000        EXACT     (FREE)    Top                           
TP63       1551.1811  2381.8898  000        EXACT     (FREE)    Top                           
TP64       1556.0000  2420.0000  000        EXACT     (FREE)    Top                           
TP65       1791.3386  2519.6850  000        EXACT     (FREE)    Top                           
TP66       1791.3386  2598.4252  000        EXACT     (FREE)    Top                           
TP67       1639.0000  2486.0000  000        EXACT     (FREE)    Top                           
TP68       1639.0000  2416.0000  000        EXACT     (FREE)    Top                           
TP69       1553.0000  2595.0000  000        EXACT     (FREE)    Top                           
TP70       1638.0000  2564.0000  000        EXACT     (FREE)    Top                           
TP71       -84.0394   194.9297   000        EXACT     (FREE)    Top                           
TP72       432.0000   438.0000   000        EXACT     (FREE)    Top                           
TP73       112.0000   1608.0000  000        EXACT     (FREE)    Top                           
TP74       846.0000   1570.0000  000        EXACT     (FREE)    Top                           
TP75       1232.0641  1133.8077  000        EXACT     (FREE)    Top                           
TP76       1318.0000  1236.0000  000        EXACT     (FREE)    Top                           
TP77       610.8706   1567.4868  000        EXACT     (FREE)    Top                           
TP78       516.3907   1568.6270  000        EXACT     (FREE)    Top                           
TP79       1231.4273  1235.6955  000        EXACT     (FREE)    Top                           
TP80       1118.2893  1135.9304  000        EXACT     (FREE)    Top                           
TP81       970.0000   424.0000   000        EXACT     (FREE)    Top                           
TP82       1040.0000  558.0000   000        EXACT     (FREE)    Top                           
TP83       1119.9875  1228.2662  000        EXACT     (FREE)    Top                           
U1         1686.0617  2212.8948  180        EXACT     (FREE)    Bottom                        
U2         2002.9488  2369.0576  090        EXACT     (FREE)    Top                           
U3         1612.0000  176.0000   000        EXACT     (FREE)    Top                           
U5         1312.0000  -229.0000  000        EXACT     (FREE)    Top                           
U6         1350.0000  2440.0000  000        EXACT     (FREE)    Bottom                        
U7         1561.5600  563.6600   090        EXACT     (FREE)    Top                           
U8         1249.5100  165.9900   000        EXACT     (FREE)    Top                           
U9         265.9500   100.4700   270        EXACT     (FREE)    Bottom                        
U10        844.0000   38.0000    270        EXACT     (FREE)    Top                           
U11        220.0000   2570.0000  180        EXACT     (FREE)    Bottom                        
U12        1773.2300  160.5000   270        EXACT     (FREE)    Bottom                        
U14        79.7132    2239.7352  090        EXACT     (FREE)    Top                           
U15        499.0300   92.3600    090        EXACT     (FREE)    Top                           
U16        1419.0000  -127.0000  090        EXACT     (FREE)    Top                           
U17        1318.0000  2516.0000  270        EXACT     (FREE)    Bottom                        
U18        1559.0000  2690.0000  180        EXACT     (FREE)    Bottom                        
U19        1906.8200  318.3300   000        EXACT     (FREE)    Bottom                        
U20        1712.0518  664.4751   090        EXACT     (FREE)    Bottom                        
U22        1929.8100  956.3400   180        EXACT     (FREE)    Top                           
U23        1929.6800  1234.7200  000        EXACT     (FREE)    Top                           
U24        564.7700   -98.7700   270        EXACT     (FREE)    Top                           
U25        -118.0000  442.0000   180        EXACT     (FREE)    Top                           
U26        1936.4986  06.4388    000        EXACT     (FREE)    Top                           
U27        926.5200   168.7700   090        EXACT     (FREE)    Bottom                        
U28        25.6100    290.6400   000        EXACT     (FREE)    Top                           
U29        858.5100   813.3400   180        EXACT     (FREE)    Bottom                        
U30        1767.1600  715.6000   000        EXACT     (FREE)    Top                           
U31        1449.0000  2560.0000  000        EXACT     (FREE)    Bottom                        
U32        87.6670    2095.2297  000        EXACT     (FREE)    Top                           
U33        566.9300   -242.1300  090        EXACT     (FREE)    Bottom                        
U34        1451.0000  2303.0000  270        EXACT     (FREE)    Bottom                        
U35        1423.7700  967.0100   180        EXACT     (FREE)    Top                           
U36        357.9600   689.6100   090        EXACT     (FREE)    Bottom                        
U37        934.6400   28.5400    270        EXACT     (FREE)    Bottom                        
U38        492.7600   1025.5900  000        EXACT     (FREE)    Top                           
U39        575.3964   135.5274   180        EXACT     (FREE)    Bottom                        
U40        594.9272   1671.1301  270        EXACT     (FREE)    Top                           
U41        1142.6600  1515.8900  180        EXACT     (FREE)    Bottom                        
U42        1143.2300  1615.3200  180        EXACT     (FREE)    Bottom                        
U43        1543.3100  2368.1100  090        EXACT     (FREE)    Bottom                        
U44        1589.4400  1065.6000  000        EXACT     (FREE)    Top                           
U45        938.0000   -188.0000  090        EXACT     (FREE)    Top                           
U46        643.4188   -43.4736   270        EXACT     (FREE)    Bottom                        
U47        1437.0079  727.3472   090        EXACT     (FREE)    Bottom                        
X1         1927.0400  458.3300   000        EXACT     (FREE)    Bottom                        
X2         1771.5800  2720.3300  000        EXACT     (FREE)    Bottom                        
X3         1466.0000  08.0000    180        EXACT     (FREE)    Top                           
X4         13.0000    77.0000    270        EXACT     (FREE)    Bottom                        
X5         161.9966   279.1054   180        EXACT     (FREE)    Bottom                        
