RefDes     X          Y          Rot.       Exact     (FREE)    Side
C39        7525.0000  2750.0000  180        EXACT     (FREE)    Top                           
C40        7525.0000  2500.0000  180        EXACT     (FREE)    Top                           
C41        8100.0000  3100.0000  000        EXACT     (FREE)    Top                           
C42        7615.0000  2955.0000  090        EXACT     (FREE)    Top                           
C43        8075.0000  2400.0000  180        EXACT     (FREE)    Top                           
C44        7805.0000  3005.0000  000        EXACT     (FREE)    Top                           
C45        8300.0000  2900.0000  090        EXACT     (FREE)    Top                           
C46        8100.0000  2975.0000  000        EXACT     (FREE)    Top                           
C47        110.5000   3234.5000  000        EXACT     (FREE)    Top                           
C48        112.0000   2737.0000  000        EXACT     (FREE)    Top                           
C49        400.0000   2725.0000  270        EXACT     (FREE)    Top                           
C50        675.0000   2725.0000  270        EXACT     (FREE)    Top                           
C51        825.0000   2725.0000  270        EXACT     (FREE)    Top                           
C52        8100.0000  750.0000   000        EXACT     (FREE)    Top                           
C53        2264.0000  2647.0000  000        EXACT     (FREE)    Top                           
C54        2269.0000  2783.5000  000        EXACT     (FREE)    Top                           
C55        6600.0000  5075.0000  270        EXACT     (FREE)    Top                           
C58        4835.0000  4990.0000  270        EXACT     (FREE)    Top                           
C59        4300.0000  5000.0000  180        EXACT     (FREE)    Top                           
C60        6350.0000  325.0000   000        EXACT     (FREE)    Top                           
C61        4300.0000  5200.0000  180        EXACT     (FREE)    Top                           
C62        4175.0000  4205.0000  090        EXACT     (FREE)    Top                           
C63        4715.0000  4990.0000  270        EXACT     (FREE)    Top                           
C64        4300.0000  4205.0000  090        EXACT     (FREE)    Top                           
C65        6600.0000  4825.0000  090        EXACT     (FREE)    Top                           
C66        6725.0000  4825.0000  090        EXACT     (FREE)    Top                           
C67        6725.0000  5075.0000  090        EXACT     (FREE)    Top                           
C68        6340.0000  4670.0000  090        EXACT     (FREE)    Top                           
D1         1450.0000  1075.0000  000        EXACT     (FREE)    Top                           
FB1        7354.5000  426.5000   270        EXACT     (FREE)    Top                           
FB2        8671.5000  2649.0000  000        EXACT     (FREE)    Top                           
FB3        8414.0000  2624.0000  090        EXACT     (FREE)    Top                           
FB4        8414.0000  2508.5000  090        EXACT     (FREE)    Top                           
FB5        725.0000   2925.0000  180        EXACT     (FREE)    Top                           
FB6        4715.6420  5314.0696  270        EXACT     (FREE)    Top                           
FID1       400.0000   400.0000   000        EXACT     (FREE)    Top                           
FID2       8900.0000  400.0000   000        EXACT     (FREE)    Top                           
FID3       8900.0000  5400.0000  000        EXACT     (FREE)    Top                           
J1         6350.0000  67.0000    000        EXACT     (FREE)    Top                           
J2         3350.0000  1995.0000  180        EXACT     (FREE)    Top                           
J3         8325.0000  1200.0000  270        EXACT     (FREE)    Top                           
J4         6875.0000  4950.0000  090        EXACT     (FREE)    Top                           
J5         825.2771   723.4233   000        EXACT     (FREE)    Top                           
J6         2500.0000  775.0000   180        EXACT     (FREE)    Top                           
J7         2600.0000  775.0000   000        EXACT     (FREE)    Top                           
J8         2200.0000  775.0000   000        EXACT     (FREE)    Top                           
J9         2100.0000  775.0000   180        EXACT     (FREE)    Top                           
J10        7679.5000  726.5000   180        EXACT     (FREE)    Top                           
J11        5772.0000  324.5000   000        EXACT     (FREE)    Top                           
J12        7879.5000  726.5000   180        EXACT     (FREE)    Top                           
J13        7379.5000  726.5000   000        EXACT     (FREE)    Top                           
J14        4310.0000  2295.0000  090        EXACT     (FREE)    Top                           
J15        4880.0000  2275.0000  270        EXACT     (FREE)    Top                           
J16        4880.0000  2475.0000  270        EXACT     (FREE)    Top                           
J17        4618.5000  1975.5000  270        EXACT     (FREE)    Top                           
J18        4200.0000  2295.0000  090        EXACT     (FREE)    Top                           
J19        2755.0000  2565.0000  090        EXACT     (FREE)    Top                           
J20        2755.0000  2365.0000  090        EXACT     (FREE)    Top                           
J21        6500.0000  975.0000   180        EXACT     (FREE)    Top                           
J22        6650.0000  800.0000   090        EXACT     (FREE)    Top                           
J23        6650.0000  600.0000   090        EXACT     (FREE)    Top                           
J24        6050.0000  625.0000   180        EXACT     (FREE)    Top                           
J25        6650.0000  1100.0000  270        EXACT     (FREE)    Top                           
J26        5675.0000  1300.0000  180        EXACT     (FREE)    Top                           
J27        5775.0000  2200.0000  000        EXACT     (FREE)    Top                           
J28        6075.0000  1925.0000  270        EXACT     (FREE)    Top                           
J29        5775.0000  2100.0000  000        EXACT     (FREE)    Top                           
J30        5575.0000  2000.0000  000        EXACT     (FREE)    Top                           
J31        5775.0000  2000.0000  000        EXACT     (FREE)    Top                           
J32        5575.0000  2200.0000  000        EXACT     (FREE)    Top                           
J33        5575.0000  2100.0000  000        EXACT     (FREE)    Top                           
J34        5225.0000  1600.0000  180        EXACT     (FREE)    Top                           
J35        5675.0000  1500.0000  180        EXACT     (FREE)    Top                           
J36        5200.0000  2000.0000  090        EXACT     (FREE)    Top                           
J37        6075.0000  1725.0000  270        EXACT     (FREE)    Top                           
J38        4925.0000  1600.0000  000        EXACT     (FREE)    Top                           
J39        5675.0000  1400.0000  180        EXACT     (FREE)    Top                           
J40        4725.0000  1700.0000  000        EXACT     (FREE)    Top                           
J41        5575.0000  1600.0000  000        EXACT     (FREE)    Top                           
J42        4975.0000  1000.0000  270        EXACT     (FREE)    Top                           
J43        4350.0000  825.0000   090        EXACT     (FREE)    Top                           
J44        4350.0000  1225.0000  090        EXACT     (FREE)    Top                           
J45        4350.0000  1025.0000  090        EXACT     (FREE)    Top                           
J46        4250.0000  1325.0000  270        EXACT     (FREE)    Top                           
J47        4550.0000  1425.0000  180        EXACT     (FREE)    Top                           
J48        4450.0000  1325.0000  000        EXACT     (FREE)    Top                           
J49        4975.0000  1200.0000  270        EXACT     (FREE)    Top                           
J50        4975.0000  1400.0000  270        EXACT     (FREE)    Top                           
J51        4250.0000  1025.0000  090        EXACT     (FREE)    Top                           
J52        4550.0000  1225.0000  180        EXACT     (FREE)    Top                           
J53        5075.0000  1000.0000  090        EXACT     (FREE)    Top                           
J54        4550.0000  1525.0000  180        EXACT     (FREE)    Top                           
J55        4250.0000  825.0000   090        EXACT     (FREE)    Top                           
J56        7700.0000  2150.0000  180        EXACT     (FREE)    Top                           
J57        7900.0000  2150.0000  180        EXACT     (FREE)    Top                           
J58        8000.0000  2250.0000  000        EXACT     (FREE)    Top                           
J59        8300.0000  2150.0000  180        EXACT     (FREE)    Top                           
J60        8100.0000  2150.0000  180        EXACT     (FREE)    Top                           
J61        8050.0000  3275.0000  000        EXACT     (FREE)    Top                           
J62        7850.0000  3275.0000  000        EXACT     (FREE)    Top                           
J63        7650.0000  3275.0000  000        EXACT     (FREE)    Top                           
J64        8250.0000  3275.0000  000        EXACT     (FREE)    Top                           
J65        7900.0000  2250.0000  180        EXACT     (FREE)    Top                           
J66        7300.0000  2825.0000  090        EXACT     (FREE)    Top                           
J67        7300.0000  2625.0000  090        EXACT     (FREE)    Top                           
J68        7300.0000  2425.0000  090        EXACT     (FREE)    Top                           
J69        7200.0000  2625.0000  090        EXACT     (FREE)    Top                           
J70        7700.0000  2250.0000  180        EXACT     (FREE)    Top                           
J71        7200.0000  2925.0000  270        EXACT     (FREE)    Top                           
J72        8300.0000  2250.0000  180        EXACT     (FREE)    Top                           
J73        7950.0000  3375.0000  180        EXACT     (FREE)    Top                           
J74        8050.0000  3375.0000  000        EXACT     (FREE)    Top                           
J75        7650.0000  3375.0000  000        EXACT     (FREE)    Top                           
J76        7200.0000  2525.0000  270        EXACT     (FREE)    Top                           
J77        6675.0000  1825.0000  270        EXACT     (FREE)    Top                           
J78        6675.0000  1525.0000  090        EXACT     (FREE)    Top                           
J79        6675.0000  1325.0000  090        EXACT     (FREE)    Top                           
J80        6075.0000  2025.0000  000        EXACT     (FREE)    Top                           
J81        6675.0000  2025.0000  270        EXACT     (FREE)    Top                           
J82        6475.0000  2025.0000  000        EXACT     (FREE)    Top                           
J83        6475.0000  2125.0000  180        EXACT     (FREE)    Top                           
J84        6275.0000  2025.0000  000        EXACT     (FREE)    Top                           
J85        2940.0000  2170.0000  180        EXACT     (FREE)    Top                           
J86        3030.0000  2835.0000  000        EXACT     (FREE)    Top                           
J87        3225.0000  2835.0000  000        EXACT     (FREE)    Top                           
J88        3035.0000  2940.0000  000        EXACT     (FREE)    Top                           
J89        2830.0000  2835.0000  000        EXACT     (FREE)    Top                           
J90        3145.0000  2270.0000  180        EXACT     (FREE)    Top                           
J91        2845.0000  2270.0000  000        EXACT     (FREE)    Top                           
J92        3340.0000  2270.0000  180        EXACT     (FREE)    Top                           
J93        3510.0000  2390.0000  180        EXACT     (FREE)    Top                           
J94        3510.0000  2695.0000  270        EXACT     (FREE)    Top                           
J95        3975.0000  3300.0000  180        EXACT     (FREE)    Top                           
J96        4575.0000  3100.0000  090        EXACT     (FREE)    Top                           
J97        3875.0000  3000.0000  000        EXACT     (FREE)    Top                           
J98        1575.0000  2475.0000  000        EXACT     (FREE)    Top                           
J99        1225.0000  3050.0000  000        EXACT     (FREE)    Top                           
J100       1275.0000  2475.0000  180        EXACT     (FREE)    Top                           
J101       1125.0000  3050.0000  180        EXACT     (FREE)    Top                           
J102       1525.0000  3050.0000  180        EXACT     (FREE)    Top                           
J103       1075.0000  2475.0000  180        EXACT     (FREE)    Top                           
J104       1375.0000  2475.0000  000        EXACT     (FREE)    Top                           
J105       584.0000   3261.0000  000        EXACT     (FREE)    Top                           
J106       2075.0000  2875.0000  270        EXACT     (FREE)    Top                           
J107       2600.0000  3070.0000  270        EXACT     (FREE)    Top                           
J108       2500.0000  3175.0000  000        EXACT     (FREE)    Top                           
J109       2500.0000  2975.0000  090        EXACT     (FREE)    Top                           
J110       6800.0000  4475.0000  000        EXACT     (FREE)    Top                           
J111       6700.0000  4475.0000  180        EXACT     (FREE)    Top                           
J112       6725.0000  5275.0000  180        EXACT     (FREE)    Top                           
J113       7100.0000  4475.0000  180        EXACT     (FREE)    Top                           
J114       973.0000   500.0000   180        EXACT     (FREE)    Top                           
J115       7707.5000  1308.0000  090        EXACT     (FREE)    Top                           
J116       8375.0000  1275.0000  000        EXACT     (FREE)    Top                           
J117       8425.0000  550.0000   180        EXACT     (FREE)    Top                           
J118       8625.0000  550.0000   180        EXACT     (FREE)    Top                           
J119       8575.0000  1275.0000  000        EXACT     (FREE)    Top                           
J120       4500.0000  4000.0000  270        EXACT     (FREE)    Top                           
J121       6100.0000  4050.0000  270        EXACT     (FREE)    Top                           
J122       6200.0000  4650.0000  270        EXACT     (FREE)    Top                           
J123       6100.0000  4350.0000  090        EXACT     (FREE)    Top                           
J124       6200.0000  3950.0000  090        EXACT     (FREE)    Top                           
J125       6100.0000  4650.0000  270        EXACT     (FREE)    Top                           
J126       6100.0000  4850.0000  270        EXACT     (FREE)    Top                           
J127       6200.0000  4450.0000  270        EXACT     (FREE)    Top                           
J128       6200.0000  4150.0000  090        EXACT     (FREE)    Top                           
J129       5250.0000  5150.0000  000        EXACT     (FREE)    Top                           
J130       5550.0000  5150.0000  180        EXACT     (FREE)    Top                           
J131       5375.0000  3625.0000  180        EXACT     (FREE)    Top                           
J132       5575.0000  3625.0000  180        EXACT     (FREE)    Top                           
J133       4875.0000  3625.0000  000        EXACT     (FREE)    Top                           
J134       4850.0000  5150.0000  000        EXACT     (FREE)    Top                           
J135       5650.0000  5150.0000  000        EXACT     (FREE)    Top                           
J136       4500.0000  4100.0000  090        EXACT     (FREE)    Top                           
J137       5150.0000  5150.0000  180        EXACT     (FREE)    Top                           
J138       6100.0000  4250.0000  270        EXACT     (FREE)    Top                           
J139       5175.0000  3625.0000  180        EXACT     (FREE)    Top                           
J140       4500.0000  4400.0000  270        EXACT     (FREE)    Top                           
J141       6450.0000  3225.0000  090        EXACT     (FREE)    Top                           
J142       6450.0000  3525.0000  270        EXACT     (FREE)    Top                           
J143       6450.0000  3725.0000  270        EXACT     (FREE)    Top                           
J144       823.8034   864.8991   000        EXACT     (FREE)    Top                           
J145       2850.0000  5350.0000  000        EXACT     (FREE)    Top                           
J146       3410.0000  2595.0000  090        EXACT     (FREE)    Top                           
J147       3510.0000  2490.0000  180        EXACT     (FREE)    Top                           
J148       5405.0000  760.0000   270        EXACT     (FREE)    Top                           
J149       3940.0000  595.0000   180        EXACT     (FREE)    Top                           
J150       5405.0000  565.0000   270        EXACT     (FREE)    Top                           
J151       4855.0000  555.0000   180        EXACT     (FREE)    Top                           
J152       4550.0000  555.0000   000        EXACT     (FREE)    Top                           
J153       4445.0000  555.0000   180        EXACT     (FREE)    Top                           
J154       4255.0000  555.0000   180        EXACT     (FREE)    Top                           
J155       3940.0000  705.0000   180        EXACT     (FREE)    Top                           
J156       1725.0000  850.0000   180        EXACT     (FREE)    Top                           
J157       2830.0000  1630.0000  270        EXACT     (FREE)    Top                           
J158       2330.0000  1600.0000  270        EXACT     (FREE)    Top                           
J159       2725.0000  1630.0000  270        EXACT     (FREE)    Top                           
J160       2420.0000  1855.0000  180        EXACT     (FREE)    Top                           
J161       2585.0000  1855.0000  000        EXACT     (FREE)    Top                           
J162       4985.0000  2275.0000  270        EXACT     (FREE)    Top                           
J163       3936.5000  5288.0000  000        EXACT     (FREE)    Top                           
J164       8603.0000  2905.5000  090        EXACT     (FREE)    Top                           
J165       7708.5000  1502.5000  000        EXACT     (FREE)    Top                           
J166       8242.5000  1415.5000  270        EXACT     (FREE)    Top                           
J167       8041.5000  1316.5000  090        EXACT     (FREE)    Top                           
J168       8140.0000  1417.0000  270        EXACT     (FREE)    Top                           
J169       7841.5000  1115.5000  000        EXACT     (FREE)    Top                           
J170       7909.5000  1502.5000  000        EXACT     (FREE)    Top                           
J171       7708.0000  1121.0000  090        EXACT     (FREE)    Top                           
J172       7941.5000  1208.5000  180        EXACT     (FREE)    Top                           
J173       7844.0000  837.0000   180        EXACT     (FREE)    Top                           
J174       7708.5000  925.5000   090        EXACT     (FREE)    Top                           
J175       7210.5000  393.0000   090        EXACT     (FREE)    Top                           
LED1       7225.0000  1600.0000  000        EXACT     (FREE)    Top                           
LED2       3500.0000  3750.0000  180        EXACT     (FREE)    Top                           
LED3       3200.0000  3750.0000  180        EXACT     (FREE)    Top                           
LED4       2900.0000  3750.0000  180        EXACT     (FREE)    Top                           
LED5       2600.0000  3750.0000  180        EXACT     (FREE)    Top                           
LED6       2300.0000  3750.0000  180        EXACT     (FREE)    Top                           
LED7       2000.0000  3750.0000  180        EXACT     (FREE)    Top                           
LED8       1700.0000  3750.0000  180        EXACT     (FREE)    Top                           
LED9       1400.0000  3750.0000  180        EXACT     (FREE)    Top                           
LED10      1700.0000  4150.0000  180        EXACT     (FREE)    Top                           
LED11      1400.0000  4150.0000  180        EXACT     (FREE)    Top                           
LED12      1100.0000  4150.0000  180        EXACT     (FREE)    Top                           
LED13      1100.0000  3750.0000  180        EXACT     (FREE)    Top                           
LED14      3500.0000  4150.0000  180        EXACT     (FREE)    Top                           
LED15      3200.0000  4150.0000  180        EXACT     (FREE)    Top                           
LED16      2900.0000  4150.0000  180        EXACT     (FREE)    Top                           
LED17      2600.0000  4150.0000  180        EXACT     (FREE)    Top                           
LED18      2300.0000  4150.0000  180        EXACT     (FREE)    Top                           
M1         450.0000   200.0000   000        EXACT     (FREE)    Top                           
M2         8550.0000  5100.0000  000        EXACT     (FREE)    Top                           
M3         450.0000   5100.0000  000        EXACT     (FREE)    Top                           
M4         8550.0000  200.0000   000        EXACT     (FREE)    Top                           
Q1         3500.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q2         1750.0000  450.0000   270        EXACT     (FREE)    Top                           
Q3         3200.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q4         2900.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q5         2600.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q6         2300.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q7         2000.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q8         1850.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q9         1550.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q10        1700.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q11        1400.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q12        1100.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q13        1250.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q14        3350.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q15        3050.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q16        2750.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q17        2450.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q18        2150.0000  4450.0000  180        EXACT     (FREE)    Top                           
Q19        3275.0000  1275.0000  090        EXACT     (FREE)    Top                           
Q20        3523.2862  1014.4460  180        EXACT     (FREE)    Top                           
Q21        4169.0000  3898.0000  180        EXACT     (FREE)    Top                           
Q22        2845.0000  2720.0000  090        EXACT     (FREE)    Top                           
Q24        3915.0000  475.0000   270        EXACT     (FREE)    Top                           
Q25        5625.0000  915.0000   180        EXACT     (FREE)    Top                           
Q26        3235.0000  265.0000   270        EXACT     (FREE)    Top                           
Q27        7049.5000  433.5000   180        EXACT     (FREE)    Top                           
R1         1437.5000  469.0000   270        EXACT     (FREE)    Top                           
R2         2050.0000  325.0000   000        EXACT     (FREE)    Top                           
R3         2100.0000  525.0000   270        EXACT     (FREE)    Top                           
R4         1725.0000  175.0000   000        EXACT     (FREE)    Top                           
R5         2325.0000  325.0000   180        EXACT     (FREE)    Top                           
R6         2775.0000  500.0000   090        EXACT     (FREE)    Top                           
R7         2775.0000  225.0000   090        EXACT     (FREE)    Top                           
R8         3000.0000  1000.0000  000        EXACT     (FREE)    Top                           
R9         3000.0000  1125.0000  000        EXACT     (FREE)    Top                           
R10        3250.0000  850.0000   000        EXACT     (FREE)    Top                           
R11        3295.0000  1125.0000  000        EXACT     (FREE)    Top                           
R12        4036.5000  3906.0000  270        EXACT     (FREE)    Top                           
R13        7929.5000  426.5000   090        EXACT     (FREE)    Top                           
R14        7879.5000  226.5000   000        EXACT     (FREE)    Top                           
R15        7579.5000  226.5000   000        EXACT     (FREE)    Top                           
R16        3295.0000  2520.0000  270        EXACT     (FREE)    Top                           
R17        2885.0000  2520.0000  090        EXACT     (FREE)    Top                           
R18        3100.0000  2710.0000  000        EXACT     (FREE)    Top                           
R19        4485.0000  1919.0000  090        EXACT     (FREE)    Top                           
R20        4879.5750  1984.7836  270        EXACT     (FREE)    Top                           
R21        2130.0000  1525.0000  090        EXACT     (FREE)    Top                           
R22        2640.0000  1730.0000  000        EXACT     (FREE)    Top                           
R23        1600.0000  1050.0000  270        EXACT     (FREE)    Top                           
R24        4550.0000  250.0000   090        EXACT     (FREE)    Top                           
R25        6200.0000  550.0000   090        EXACT     (FREE)    Top                           
R26        6350.0000  550.0000   090        EXACT     (FREE)    Top                           
R27        6050.0000  1025.0000  000        EXACT     (FREE)    Top                           
R28        6050.0000  775.0000   000        EXACT     (FREE)    Top                           
R29        6050.0000  900.0000   000        EXACT     (FREE)    Top                           
R30        7075.0000  1875.0000  090        EXACT     (FREE)    Top                           
R31        7325.0000  1875.0000  090        EXACT     (FREE)    Top                           
R32        7450.0000  2200.0000  090        EXACT     (FREE)    Top                           
R33        7250.0000  2300.0000  000        EXACT     (FREE)    Top                           
R34        7450.0000  1725.0000  270        EXACT     (FREE)    Top                           
R35        7200.0000  1875.0000  270        EXACT     (FREE)    Top                           
R36        7250.0000  2100.0000  000        EXACT     (FREE)    Top                           
R37        5235.0000  3040.0000  000        EXACT     (FREE)    Top                           
R38        5350.0000  1525.0000  090        EXACT     (FREE)    Top                           
R39        5475.0000  1525.0000  090        EXACT     (FREE)    Top                           
R40        5400.0000  2000.0000  000        EXACT     (FREE)    Top                           
R41        5400.0000  2125.0000  180        EXACT     (FREE)    Top                           
R42        4725.0000  750.0000   270        EXACT     (FREE)    Top                           
R43        4245.0000  320.0000   000        EXACT     (FREE)    Top                           
R44        6400.0000  1550.0000  180        EXACT     (FREE)    Top                           
R45        6400.0000  1425.0000  180        EXACT     (FREE)    Top                           
R46        6400.0000  1900.0000  180        EXACT     (FREE)    Top                           
R47        7218.0000  213.0000   090        EXACT     (FREE)    Top                           
R48        7013.0000  145.5000   180        EXACT     (FREE)    Top                           
R49        4025.0000  1925.0000  270        EXACT     (FREE)    Top                           
R50        4175.0000  1925.0000  270        EXACT     (FREE)    Top                           
R51        4025.0000  1650.0000  090        EXACT     (FREE)    Top                           
R52        3775.0000  1600.0000  000        EXACT     (FREE)    Top                           
R53        3550.0000  1850.0000  270        EXACT     (FREE)    Top                           
R54        4245.0000  200.0000   000        EXACT     (FREE)    Top                           
R55        975.0000   2725.0000  270        EXACT     (FREE)    Top                           
R56        475.0000   2925.0000  180        EXACT     (FREE)    Top                           
R57        8100.0000  950.0000   180        EXACT     (FREE)    Top                           
R58        5225.0000  5275.0000  180        EXACT     (FREE)    Top                           
R59        4075.0000  2150.0000  000        EXACT     (FREE)    Top                           
R60        6350.0000  2475.0000  180        EXACT     (FREE)    Top                           
R61        1825.0000  1900.0000  000        EXACT     (FREE)    Top                           
R62        4200.0000  3575.0000  000        EXACT     (FREE)    Top                           
R63        4200.0000  3425.0000  000        EXACT     (FREE)    Top                           
R64        4500.0000  5300.0000  270        EXACT     (FREE)    Top                           
R65        4500.0000  5050.0000  270        EXACT     (FREE)    Top                           
R66        6725.0000  3275.0000  180        EXACT     (FREE)    Top                           
R67        2550.0000  400.0000   270        EXACT     (FREE)    Top                           
R68        3500.0000  3400.0000  090        EXACT     (FREE)    Top                           
R69        3500.0000  4700.0000  090        EXACT     (FREE)    Top                           
R70        3200.0000  4700.0000  090        EXACT     (FREE)    Top                           
R71        3200.0000  3400.0000  090        EXACT     (FREE)    Top                           
R72        2900.0000  4700.0000  090        EXACT     (FREE)    Top                           
R73        2900.0000  3400.0000  090        EXACT     (FREE)    Top                           
R74        2600.0000  4700.0000  090        EXACT     (FREE)    Top                           
R75        2600.0000  3400.0000  090        EXACT     (FREE)    Top                           
R76        2300.0000  4700.0000  090        EXACT     (FREE)    Top                           
R77        2300.0000  3400.0000  090        EXACT     (FREE)    Top                           
R78        2000.0000  4700.0000  090        EXACT     (FREE)    Top                           
R79        2000.0000  3400.0000  090        EXACT     (FREE)    Top                           
R80        1850.0000  4700.0000  090        EXACT     (FREE)    Top                           
R81        1700.0000  3400.0000  090        EXACT     (FREE)    Top                           
R82        1550.0000  4700.0000  090        EXACT     (FREE)    Top                           
R83        1400.0000  3400.0000  090        EXACT     (FREE)    Top                           
R84        1700.0000  4700.0000  090        EXACT     (FREE)    Top                           
R85        1850.0000  3400.0000  090        EXACT     (FREE)    Top                           
R86        1550.0000  3400.0000  090        EXACT     (FREE)    Top                           
R87        1400.0000  4700.0000  090        EXACT     (FREE)    Top                           
R88        1250.0000  3400.0000  090        EXACT     (FREE)    Top                           
R89        1100.0000  4700.0000  090        EXACT     (FREE)    Top                           
R90        1250.0000  4700.0000  090        EXACT     (FREE)    Top                           
R91        1100.0000  3400.0000  090        EXACT     (FREE)    Top                           
R92        3350.0000  4700.0000  090        EXACT     (FREE)    Top                           
R93        3350.0000  3400.0000  090        EXACT     (FREE)    Top                           
R94        3050.0000  4700.0000  090        EXACT     (FREE)    Top                           
R95        3050.0000  3400.0000  090        EXACT     (FREE)    Top                           
R96        2750.0000  4700.0000  090        EXACT     (FREE)    Top                           
R97        2750.0000  3400.0000  090        EXACT     (FREE)    Top                           
R98        2450.0000  4700.0000  090        EXACT     (FREE)    Top                           
R99        2450.0000  3400.0000  090        EXACT     (FREE)    Top                           
R100       2150.0000  4700.0000  090        EXACT     (FREE)    Top                           
R101       2150.0000  3400.0000  090        EXACT     (FREE)    Top                           
R102       6475.0000  4670.0000  090        EXACT     (FREE)    Top                           
R103       6415.0000  4400.0000  000        EXACT     (FREE)    Top                           
R104       6010.0000  5265.0000  090        EXACT     (FREE)    Top                           
R105       6415.0000  4280.0000  000        EXACT     (FREE)    Top                           
R106       3520.0000  270.0000   090        EXACT     (FREE)    Top                           
R107       3835.0000  125.0000   180        EXACT     (FREE)    Top                           
R108       5650.0000  770.0000   000        EXACT     (FREE)    Top                           
R109       3380.0000  270.0000   090        EXACT     (FREE)    Top                           
R110       5780.0000  900.0000   000        EXACT     (FREE)    Top                           
R112       7186.5000  723.0000   000        EXACT     (FREE)    Top                           
R114       1244.0000  615.0000   000        EXACT     (FREE)    Top                           
SW1        5235.0000  2740.0000  090        EXACT     (FREE)    Top                           
SW2        5045.0000  202.0000   000        EXACT     (FREE)    Top                           
SW3        5625.0000  125.0000   000        EXACT     (FREE)    Top                           
SW4        1475.0000  4900.0000  000        EXACT     (FREE)    Top                           
SW5        3250.0000  5200.0000  180        EXACT     (FREE)    Top                           
TH1        7804.5000  426.5000   090        EXACT     (FREE)    Top                           
TP1        2925.0000  350.0000   000        EXACT     (FREE)    Top                           
TP2        8139.5000  346.5000   090        EXACT     (FREE)    Top                           
